system:index,Date,Longitude,PlotID,Type,description,doy-20140306,doy-20140322,doy-20140407,doy-20140423,doy-20140509,doy-20140525,doy-20140610,doy-20140626,doy-20140712,doy-20140728,doy-20140813,doy-20140829,doy-20140914,doy-20140930,doy-20141016,doy-20141101,doy-20141117,doy-20141203,doy-20141219,doy-20150101,doy-20150117,doy-20150202,doy-20150218,doy-20150306,doy-20150322,doy-20150407,doy-20150423,doy-20150509,doy-20150525,doy-20150610,doy-20150626,doy-20150712,doy-20150728,doy-20150813,doy-20150829,doy-20150914,doy-20150930,doy-20151016,doy-20151101,doy-20151117,doy-20151203,doy-20151219,doy-20160101,doy-20160117,doy-20160202,evi-20140306,evi-20140322,evi-20140407,evi-20140423,evi-20140509,evi-20140525,evi-20140610,evi-20140626,evi-20140712,evi-20140728,evi-20140813,evi-20140829,evi-20140914,evi-20140930,evi-20141016,evi-20141101,evi-20141117,evi-20141203,evi-20141219,evi-20150101,evi-20150117,evi-20150202,evi-20150218,evi-20150306,evi-20150322,evi-20150407,evi-20150423,evi-20150509,evi-20150525,evi-20150610,evi-20150626,evi-20150712,evi-20150728,evi-20150813,evi-20150829,evi-20150914,evi-20150930,evi-20151016,evi-20151101,evi-20151117,evi-20151203,evi-20151219,evi-20160101,evi-20160117,evi-20160202,geometry,name,ndvi-20140306,ndvi-20140322,ndvi-20140407,ndvi-20140423,ndvi-20140509,ndvi-20140525,ndvi-20140610,ndvi-20140626,ndvi-20140712,ndvi-20140728,ndvi-20140813,ndvi-20140829,ndvi-20140914,ndvi-20140930,ndvi-20141016,ndvi-20141101,ndvi-20141117,ndvi-20141203,ndvi-20141219,ndvi-20150101,ndvi-20150117,ndvi-20150202,ndvi-20150218,ndvi-20150306,ndvi-20150322,ndvi-20150407,ndvi-20150423,ndvi-20150509,ndvi-20150525,ndvi-20150610,ndvi-20150626,ndvi-20150712,ndvi-20150728,ndvi-20150813,ndvi-20150829,ndvi-20150914,ndvi-20150930,ndvi-20151016,ndvi-20151101,ndvi-20151117,ndvi-20151203,ndvi-20151219,ndvi-20160101,ndvi-20160117,ndvi-20160202,summaryQA-20140306,summaryQA-20140322,summaryQA-20140407,summaryQA-20140423,summaryQA-20140509,summaryQA-20140525,summaryQA-20140610,summaryQA-20140626,summaryQA-20140712,summaryQA-20140728,summaryQA-20140813,summaryQA-20140829,summaryQA-20140914,summaryQA-20140930,summaryQA-20141016,summaryQA-20141101,summaryQA-20141117,summaryQA-20141203,summaryQA-20141219,summaryQA-20150101,summaryQA-20150117,summaryQA-20150202,summaryQA-20150218,summaryQA-20150306,summaryQA-20150322,summaryQA-20150407,summaryQA-20150423,summaryQA-20150509,summaryQA-20150525,summaryQA-20150610,summaryQA-20150626,summaryQA-20150712,summaryQA-20150728,summaryQA-20150813,summaryQA-20150829,summaryQA-20150914,summaryQA-20150930,summaryQA-20151016,summaryQA-20151101,summaryQA-20151117,summaryQA-20151203,summaryQA-20151219,summaryQA-20160101,summaryQA-20160117,summaryQA-20160202,.geo
1729,1432250000000,-113.87122,108,Forage,,71,90,110,120,142,157,172,192,204,217,240,249,263,279,293,317,336,349,361,8,30,44,59,78,86,110,124,129,159,163,186,195,223,226,243,270,288,289,318,330,345,3,3,19,38,-578,1486,1997,1699,2086,3722,3006,3160,3064,2798,2028,2764,2195,2261,2352,1058,1189,1935,150,694,2088,2083,1938,2016,1887,2478,2340,2278,2917,2782,2721,2727,2711,3373,2359,2304,2967,2150,1215,1373,974,141,141,582,218,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87122,46.65237]}",,-418,1324,3634,4571,4883,5904,6355,5796,6389,5122,4858,5413,4636,4817,5005,1705,987,1306,150,514,1861,3923,4782,4116,4844,4502,4425,4950,6354,5440,5341,5404,6020,5378,4709,4319,4893,4479,1831,1246,988,107,107,400,185,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87122,46.65237]}"
1730,1432250000000,-114.03575,109,Forage,,71,91,110,119,140,153,172,183,208,210,237,245,267,279,292,319,334,349,365,1,30,44,49,78,90,99,124,129,154,165,179,195,223,226,254,263,277,289,311,330,339,3,3,26,38,1190,2033,3010,2908,4554,3208,3969,4071,4858,4595,4736,3266,2987,1924,2853,1151,773,1612,181,157,1364,1327,1476,1826,2830,2879,4047,3578,4241,3522,3649,1789,4309,2735,3071,2884,2554,1489,1462,258,188,-209,-209,872,1085,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03575,46.68716]}",,2615,3569,5015,4797,6800,4814,6318,5965,6744,6580,6771,5743,4659,3575,4527,1022,685,2818,119,102,2730,2805,3014,3398,4996,4756,5901,5682,6549,5288,5984,3249,6546,4359,4814,4621,4180,2710,2644,166,141,-157,-157,945,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03575,46.68716]}"
1731,1433200000000,-114.00907,110,Forage,,80,91,110,121,142,155,171,192,194,217,240,256,258,279,295,315,334,349,1,1,26,44,60,65,86,106,124,129,159,163,179,202,211,226,252,268,277,289,311,330,339,354,5,18,38,1232,1492,1595,1717,1873,2688,2351,1912,2011,1792,1290,1665,1480,1240,1338,472,514,1587,120,120,1215,1457,1405,1399,1660,1644,1895,1842,2028,2270,1842,1629,1665,2057,1574,1426,1452,1297,1456,526,1972,553,-268,-299,25,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.00907,46.72835]}",,2638,2840,3513,3431,4210,4390,4087,3662,3582,3350,2950,3132,2908,2800,3123,328,350,2894,87,87,2973,3071,2891,3178,3994,3588,3605,3912,4590,4394,3493,3415,3372,3394,3236,2961,2798,2858,2834,381,3097,348,-254,-198,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.00907,46.72835]}"
1732,1433380000000,-113.87463,111,Forage,,67,91,103,122,141,157,174,192,208,222,240,249,268,279,295,315,336,349,1,15,21,39,57,69,81,110,124,129,159,167,186,202,211,226,255,271,287,290,310,332,339,1,1,19,38,1911,1639,1687,1688,2791,4068,3667,3963,3668,3156,3071,3212,2357,2620,2505,2272,2026,1480,1489,1754,2436,1768,2811,1366,1849,2506,2506,2519,3143,3962,3569,3093,3131,3548,2583,2551,2674,3481,739,2358,2063,440,440,1614,1781,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87463,46.81268]}",,1823,1581,1572,2412,5125,6800,7559,7188,7131,6866,6269,6664,6948,6024,5970,1819,1665,1067,1203,1671,2063,1453,3938,2253,3439,4382,5101,5920,7476,6542,7051,6506,6292,6129,6617,6986,6776,9116,882,2149,1700,430,430,1250,1453,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87463,46.81268]}"
1733,1433380000000,-113.86921,112,Forage,,71,92,110,121,143,153,172,192,206,219,240,249,258,279,295,320,334,349,363,1,30,44,63,67,81,110,124,130,145,163,179,202,211,225,254,270,273,290,311,330,339,1,1,26,38,1947,2543,2132,2506,3415,3486,3067,3776,3293,3535,3330,3368,3166,2887,3037,2734,2747,3115,971,2670,3415,2665,2651,3270,2655,2905,2412,3071,2925,3430,3435,3198,3323,2944,3281,3185,3105,3581,2658,2485,2687,3242,3242,2492,1611,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.86921,46.45262]}",,1749,2625,4200,5209,6544,6278,7182,6922,7133,6557,6891,6688,6316,6336,6711,2371,2375,2476,1059,2193,4880,4847,4605,6000,6394,5704,4904,6573,6514,6384,6575,6614,6404,6691,6267,6253,6842,6446,2469,2186,4358,2602,2602,1851,1112,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.86921,46.45262]}"
1734,1433460000000,-114.09718,113,Forage,,80,91,110,121,140,153,174,183,208,213,240,249,263,279,295,315,334,351,1,1,26,48,60,67,86,99,124,140,159,163,179,202,211,226,254,270,277,290,311,330,339,3,15,26,38,1341,2258,3099,2944,4038,2421,2456,2424,2450,2364,1902,2032,1732,1619,1887,303,655,2243,263,263,1882,2138,1795,1807,2952,2776,2809,2547,3553,2764,2369,2021,2026,2005,1976,1938,1688,2062,1999,233,351,-114,-743,-517,-157,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09718,46.7068]}",,3692,4054,5726,5339,6824,4205,4702,4585,4452,4419,3811,4004,3516,3427,3694,193,479,3867,169,169,3315,3944,3592,3600,5562,4797,4779,4367,6504,5054,4136,3805,3955,3366,3742,3623,3208,3326,3893,155,293,-84,-578,-351,-121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09718,46.7068]}"
1735,1434500000000,-113.92977,114,Forage,,72,93,109,121,142,157,174,192,208,215,240,256,268,279,295,320,336,349,365,15,21,48,49,67,86,106,124,140,159,163,186,202,223,226,255,270,287,290,310,330,339,1,5,18,38,3683,3974,3336,2688,2917,4307,3087,3183,3032,2703,2698,2946,2551,2647,2597,3259,2403,3383,2192,2184,1939,3411,2887,2213,2864,2527,2614,3411,3002,2927,3189,2479,2724,2779,2538,2831,2576,3319,1986,2295,3281,2265,1129,2353,1453,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.92977,46.74029]}",,6432,5604,5991,5233,6704,6975,6579,6397,6316,5666,6076,6112,7015,6472,7056,3915,2426,3776,2379,3717,1803,6137,6371,5422,6857,5752,4965,6002,7174,5995,6756,5597,6980,5171,6794,5890,7005,6232,2946,2302,7205,2291,1251,2409,1282,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.92977,46.74029]}"
1736,1434590000000,-113.82777,115,Forage,,71,93,110,122,143,157,172,189,194,210,238,245,263,279,293,317,336,351,365,15,30,44,62,65,81,109,128,129,158,167,179,202,211,226,243,263,278,290,310,330,339,2,4,26,38,-388,141,-790,1103,1840,2454,2303,3063,2897,2503,2228,2038,1557,1374,1706,1790,-176,388,-912,114,-751,-684,-178,-450,-428,1491,2415,1309,2596,2989,2188,2252,2265,3183,2034,2178,1924,2519,196,-163,114,-844,-403,-853,-533,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.82777,46.66915]}",,-309,94,-648,931,2551,4381,5012,5297,5121,4846,5171,5002,4064,3737,4432,1782,-219,346,-809,91,-885,-560,-119,-333,-341,2216,3698,2933,4610,5130,4393,4532,5006,5428,4262,4420,4663,4841,148,-216,117,-1071,-461,-672,-523,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.82777,46.66915]}"
1737,1434590000000,-114.09781,116,Forage,,71,91,110,121,140,153,174,187,204,213,226,249,258,279,295,315,334,351,1,1,30,48,60,67,86,99,117,140,154,163,177,199,223,226,252,270,277,290,311,330,339,360,15,25,38,273,2398,3099,3146,3657,3010,2813,2856,2790,2790,2246,2032,2201,1815,1908,224,714,2243,-54,-54,1921,2186,1755,1789,2952,2788,2928,3007,2955,2764,2377,2403,2037,2285,1764,1938,1712,2193,1731,-51,-196,-88,-549,-700,-499,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09781,46.70556]}",,286,4475,5726,5616,6467,5101,5094,4710,5223,4901,3939,4004,3981,3716,4091,169,651,3867,-44,-44,3333,4084,3612,3846,5562,5242,5049,5190,5331,5054,4434,4075,4009,3788,3545,3623,3506,3514,3505,-41,-172,-62,-427,-514,-364,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09781,46.70556]}"
1738,1434590000000,-114.07183,117,Forage,,71,91,103,121,132,153,172,189,194,210,226,254,268,283,295,316,334,349,359,1,30,48,60,78,90,99,124,140,154,163,177,200,211,226,252,268,278,289,311,330,339,363,15,26,38,1374,2026,3067,3539,3844,2411,2908,4359,3674,2755,2929,2877,3245,2858,2885,547,409,2945,14,-35,1940,2387,1976,2818,3699,3924,3591,3561,4922,3226,4552,3229,2320,3275,2215,2213,2496,2035,2047,-12,-174,437,-535,-881,-522,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.07183,46.70924]}",,2872,3353,4891,5306,5816,4045,5080,5955,5316,4238,4850,5062,5622,4551,5152,376,287,4550,9,-23,3514,3795,3417,4500,5479,5673,5234,5318,7092,5334,6283,5303,3989,4798,4046,3839,4625,3778,3752,-8,-129,293,-364,-607,-392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.07183,46.70924]}"
1739,1435540000000,-114.09773,118,Forage,,71,91,110,121,140,153,174,187,204,213,226,249,258,279,295,315,334,351,1,1,30,48,60,67,86,99,117,140,154,163,177,199,223,226,252,270,277,290,311,330,339,360,15,25,38,273,2398,3099,3146,3657,3010,2813,2856,2790,2790,2246,2032,2201,1815,1908,224,714,2243,-54,-54,1921,2186,1755,1789,2952,2788,2928,3007,2955,2764,2377,2403,2037,2285,1764,1938,1712,2193,1731,-51,-196,-88,-549,-700,-499,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09773,46.70555]}",,286,4475,5726,5616,6467,5101,5094,4710,5223,4901,3939,4004,3981,3716,4091,169,651,3867,-44,-44,3333,4084,3612,3846,5562,5242,5049,5190,5331,5054,4434,4075,4009,3788,3545,3623,3506,3514,3505,-41,-172,-62,-427,-514,-364,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09773,46.70555]}"
1740,1435540000000,-113.85594,119,Forage,,67,81,109,121,143,157,174,183,208,222,240,245,268,279,295,316,334,349,365,15,21,48,57,67,86,107,117,129,159,163,179,202,223,226,255,271,287,301,311,331,339,363,12,19,38,1034,1295,1097,841,2790,3686,2707,3272,2832,2848,2659,2334,1600,1392,995,1044,374,304,882,512,415,1016,1790,585,1564,2910,2372,1928,2892,3050,3016,2918,2305,3144,1662,1641,1795,1720,1186,700,1154,662,195,404,83,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.85594,46.80202]}",,1531,1587,1215,1063,5611,6284,6506,6435,6409,6224,5757,6553,6251,5468,5533,1835,751,627,968,1370,532,1657,5707,583,3699,5386,4782,5399,6840,6269,6216,5959,6847,5932,6396,6423,6398,8232,1609,4285,1467,512,315,472,227,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.85594,46.80202]}"
1741,1435620000000,-113.95922,120,Forage,,71,93,109,128,142,157,171,187,208,217,240,249,263,283,293,315,334,349,365,15,21,39,59,78,86,103,124,129,156,163,179,204,213,229,255,270,288,289,311,332,339,354,5,18,38,1019,2546,2323,2426,2768,4496,4279,4235,3211,3314,2737,2632,2255,2480,2273,1617,1740,2477,2571,1617,2072,3007,2411,2587,2106,2901,2683,2610,3849,3630,3409,3110,3282,2866,2438,2574,2964,2092,1965,1853,1905,810,530,1663,1588,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.95922,46.71512]}",,882,2976,3981,4972,6081,7099,6968,6999,6321,6162,6098,5838,5419,5820,5679,1515,1688,3116,2224,1754,2458,5938,5493,5670,6007,5550,5382,5879,6640,6732,6497,5890,6278,5426,6373,5735,5985,5380,2600,2132,3269,878,791,1323,1421,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.95922,46.71512]}"
1742,1435620000000,-113.93666,121,Forage,,72,81,109,121,142,157,171,183,203,217,240,245,263,283,295,315,336,351,365,15,21,44,49,78,86,106,124,140,159,167,179,202,223,226,252,266,287,290,310,330,339,354,5,25,38,3086,3720,2753,2280,2777,4004,3766,3029,3687,2786,2232,2478,1981,2409,2528,1756,1185,3011,1690,701,1094,1898,2145,2842,2362,2251,2473,3026,2941,3540,2695,2114,2344,2918,2355,2448,2551,3232,2091,1382,2841,1250,660,1797,502,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.93666,46.74287]}",,4635,4054,5045,4380,5615,6603,6325,6076,6251,5164,5097,6031,4775,4924,6248,1439,1000,3623,1419,560,942,4217,5071,5522,5673,4932,4604,5318,6487,6145,5145,4467,5670,5664,5056,5686,5935,5777,2340,1225,4947,1135,710,1402,390,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.93666,46.74287]}"
1743,1435620000000,-113.92379,122,Forage,,71,93,110,121,142,157,174,192,208,217,240,249,263,279,295,320,336,349,365,15,26,48,49,67,86,106,124,140,156,163,179,204,211,226,255,266,278,290,310,327,339,3,3,25,38,1842,3021,2345,2542,2705,4166,3393,3688,3332,3552,2826,2975,2455,2298,2191,2322,1976,2424,2403,1648,2013,2878,2006,2207,2154,2501,2769,3493,3878,3552,3588,1370,2901,3465,2560,2432,2464,3006,1632,2118,2561,551,551,234,1878,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.92379,46.72747]}",,2255,4102,6229,5906,6670,7400,7251,7173,7316,6899,6962,7245,6939,6776,7048,5971,3735,4652,4154,2682,4775,7387,5411,6000,6797,6036,5863,6713,6993,7177,7002,6860,6763,7100,7457,6711,7524,6365,2682,5149,6853,486,486,494,2787,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.92379,46.72747]}"
1744,1437000000000,-114.12883,123,Forage,,71,95,103,121,142,159,174,192,203,217,240,249,263,279,295,316,336,351,1,1,26,48,63,78,89,110,124,129,159,163,179,202,223,226,255,271,278,290,311,330,339,3,11,25,38,631,1836,974,1950,2813,4571,3904,3742,4187,3859,3495,3148,2772,2559,2178,1447,1437,1850,1063,1063,938,1542,1230,2267,2664,2548,2603,2537,3549,3834,3968,3353,3064,3675,2757,2554,2872,2813,2028,1230,1565,261,750,1800,1238,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.12883,46.68902]}",,499,2314,737,3436,5343,6343,6790,6358,6458,6191,6188,5924,5470,5136,4736,1106,1079,2101,873,873,782,1997,1264,3843,4642,4402,4486,5096,6997,6259,6456,6024,6596,6127,6095,6181,5899,4926,1939,1016,1298,224,789,1580,875,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.12883,46.68902]}"
1745,1437000000000,-113.94889,124,Forage,,71,91,101,128,137,153,162,192,204,217,226,249,263,279,295,311,336,349,363,15,30,39,49,67,86,110,124,133,156,163,186,204,223,226,255,270,273,289,311,330,339,354,12,18,38,821,1919,2048,2348,3154,3555,3993,3383,2947,3051,3228,2529,2109,2213,2149,2324,2929,2398,669,2043,2672,2354,2267,1858,2229,2642,2568,3318,3809,3372,2790,2953,2461,3049,2176,2462,2067,2132,2382,1891,2732,1257,1651,1364,1426,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94889,46.67085]}",,673,3241,4953,4722,5710,5835,6144,6206,6601,5642,5926,5180,5050,5322,5911,5768,3749,2058,650,1709,4867,4882,5594,4662,5970,4946,4652,5498,6483,6073,5764,5377,5749,5509,5744,5153,5491,5128,4786,2093,3628,1014,1208,1223,1052,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94889,46.67085]}"
1746,1437000000000,-113.87757,125,Forage,,67,91,103,122,141,157,174,188,204,222,240,245,268,279,295,316,336,349,1,15,21,39,57,65,81,110,124,129,159,167,179,202,223,239,255,271,287,290,311,332,339,2,5,19,40,1756,497,1361,2478,2611,3422,3364,3139,2935,3019,2744,2898,2671,2294,2050,1522,1286,1974,1256,1704,1530,1295,2338,1509,2032,2375,2252,2332,3032,3557,3129,2567,2607,694,2425,2496,2395,2251,1745,1691,1861,1636,1604,685,908,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87757,46.80575]}",,1476,427,1105,4090,5106,6150,6495,7052,7030,6051,5711,6255,6092,5274,5403,1433,960,1347,879,1758,1048,1041,4121,1472,3232,4506,4541,5264,6790,6246,5874,5707,6471,860,6074,6028,6096,9763,1758,1487,1955,1384,1834,674,686,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87757,46.80575]}"
1747,1437000000000,-113.88911,126,Forage,,71,93,111,121,142,153,171,192,208,210,240,249,263,279,295,320,334,349,365,1,26,48,63,78,86,110,117,130,159,163,179,202,211,225,252,263,277,290,311,330,339,2,10,26,38,2434,2704,3243,2510,2800,3529,4204,3889,3559,3947,3267,3189,3043,2927,2952,2469,3229,3430,3693,2797,2867,4200,2660,3089,2798,3167,3163,5040,3172,3614,3570,3186,3153,2942,3433,3314,2879,3580,2925,2862,3604,2808,2762,2964,2550,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88911,46.47988]}",,2295,2977,4928,4334,6265,6423,7033,7217,6977,6743,6779,6652,6682,6606,6697,2589,3658,3656,4052,3094,3565,5913,3586,5967,7102,6069,5937,6321,7413,6829,6730,6794,6678,6897,6623,6591,6311,6763,3461,3550,5359,3208,3194,3278,2563,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88911,46.47988]}"
1748,1438210000000,-114.10303,127,Forage,,71,91,110,121,140,153,171,183,194,215,240,249,263,279,295,315,334,351,1,1,30,48,64,78,86,99,117,129,154,163,177,202,223,226,254,270,273,290,311,330,339,3,3,26,38,-323,1924,2447,2082,3041,2738,2632,2254,2298,2040,1776,1887,1721,1694,1643,272,771,2514,524,524,1422,2080,2294,2231,2405,2515,2768,2693,2920,2571,2134,1745,1908,2178,1846,1904,1708,2231,1894,239,527,33,33,-1054,32,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10303,46.70464]}",,-264,3648,4907,3934,5796,4828,4636,4459,3952,4018,3649,3870,3568,3487,3513,176,614,4395,380,380,2401,3834,4082,4186,5013,4850,4858,5027,5398,4811,4104,3473,3837,3814,3566,3568,3434,3667,3713,158,481,25,25,-776,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10303,46.70464]}"
1749,1438210000000,-113.87627,128,Forage,,71,93,110,128,137,153,171,192,208,215,238,249,258,283,295,315,336,349,365,8,26,44,59,67,86,110,124,129,158,163,186,202,211,226,243,270,277,289,311,330,339,2,4,26,38,626,1792,1362,1668,3411,3411,3881,3998,3768,3858,3420,3603,3761,3899,3747,2158,3218,2657,3274,2417,1796,1269,2065,1997,2477,3652,2805,2674,3814,3469,3646,3525,3403,4212,3115,3719,3112,2836,2272,2604,2696,1727,1213,1784,2977,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87627,46.67968]}",,418,1362,1192,2810,5548,5764,6216,6678,6485,7057,6733,6553,6422,6399,6805,1644,2454,1931,2246,1826,1454,994,2726,1784,5024,6051,5079,5302,6080,6202,6472,6685,6349,6791,5948,6186,5906,5949,1630,1834,1916,1124,892,1384,2260,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87627,46.67968]}"
1750,1438300000000,-113.85368,129,Forage,,67,91,110,124,142,150,174,188,204,222,240,249,263,279,293,320,336,351,1,15,21,44,59,67,89,109,117,129,159,163,179,202,211,239,255,262,278,290,311,332,339,2,4,19,38,2170,1278,2437,2226,2769,3766,3270,3357,2431,3129,3425,2931,2031,3030,3416,1732,2005,3189,2053,2611,2203,1826,3264,2103,4558,4032,3121,2812,2760,3869,3268,3119,3356,188,2874,2774,1913,3318,1926,2225,1209,2735,1164,2147,1889,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.85368,46.78322]}",,3393,948,3579,3963,6183,6566,7396,7970,7815,6533,6447,6453,6321,5823,6873,1258,1311,2206,1391,2676,1532,2969,4105,3939,7302,7036,5557,6296,7402,6760,6874,6227,6535,231,6718,7757,7855,9351,3658,1594,3599,2247,1585,1650,1256,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.85368,46.78322]}"
